"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED"
"JCKEW","111","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.985,2,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"JCKEW","111","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,3.604,1,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1
"JCKEW","111","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,17.083,2,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"JCKEW","111","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,23.931,1,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1
"JCKEW","111","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,44.042,2,-0.125,1,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"NBR5N","121","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,28.246,1,1,NA,-0.0714285714285714,-0.0769230769230769,0.5,1,-0.0714285714285714,NA,0,NA,1,1,1,"score_TV_start",-0.0714285714285714,"score_SAT_left",1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,18.503,1,1,NA,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,NA,1,1,1,"score_TV_start",-0.0769230769230769,"score_SAT_right",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,8.434,1,1,NA,-0.0833333333333333,1,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,NA,1,1,-0.0769230769230769,"score_TV_start",1,"score_SAT_right",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,8.991,1,1,NA,-0.0769230769230769,NA,0.5,-0.0714285714285714,1,NA,0,NA,1,1,1,"score_TV_end",-0.0769230769230769,"score_SAT_left",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,19.224,1,1,NA,-0.0769230769230769,NA,-0.0833333333333333,-0.0833333333333333,NA,NA,0,NA,1,1,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_SAT_left",1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,16.876,2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"NBR5N","121","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,25.769,2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,57.334,1,1,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.06666666666667,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"",FALSE,76.266,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,"score_TRI",0,"blank","blank","neutral",0
"NBR5N","121","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,10.222,1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,7.457,2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,10.288,1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,9.617,2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,9.415,1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"NBR5N","121","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,10.026,2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,6.692,1,1,NA,-0.0714285714285714,-0.0769230769230769,0.5,1,-0.0714285714285714,NA,0,NA,1,1,1,"score_TV_start",-0.0714285714285714,"score_SAT_left",1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,11.759,1,1,NA,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,NA,1,1,1,"score_TV_start",-0.0769230769230769,"score_SAT_right",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,15.598,1,1,NA,-0.0833333333333333,1,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,NA,1,1,-0.0769230769230769,"score_TV_start",1,"score_SAT_right",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,11.765,1,1,NA,-0.0769230769230769,NA,0.5,-0.0714285714285714,1,NA,0,NA,1,1,1,"score_TV_end",-0.0769230769230769,"score_SAT_left",1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,18.86,1,1,NA,-0.0769230769230769,NA,-0.0833333333333333,-0.0833333333333333,NA,NA,0,NA,1,1,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_SAT_left",1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.85,2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"FPSQJ","121","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,21.205,2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"DN",FALSE,43.869,2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5
"FPSQJ","121","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,15.439,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"FPSQJ","121","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,8.426,1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,9.453,2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,7.641,1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,13.739,2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,7.857,1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"FPSQJ","121","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,9.778,2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"S4T2X","121","winter22","asynch","Which shift(s) start at 11 am?",1,"O",FALSE,61.135,1,-0.0714285714285714,NA,1,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_start",1,"score_SAT_left",1,"score_SATISFICE",1.07142857142857,"Satisfice","Satisfice","orthogonal",-1
"S4T2X","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,27.809,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,"score_SAT_right",0,"score_TRI",0,"blank","blank","neutral",0
"S4T2X","121","winter22","asynch","Which shift(s) begin when C ends?",3,"X",FALSE,29.509,1,-0.0769230769230769,NA,-0.0833333333333333,-0.0769230769230769,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_SAT_right",-0.0769230769230769,"score_TRI",0,"?","?","neg.trans",-0.5
"S4T2X","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"F",FALSE,34.133,1,-0.0714285714285714,NA,0.5,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SAT_left",0.5,"score_SATISFICE",0.571428571428571,"Satisfice","Satisfice","orthogonal",-1
"S4T2X","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,14.12,1,1,NA,-0.0769230769230769,NA,-0.0833333333333333,-0.0833333333333333,NA,NA,0,NA,1,1,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_SAT_left",1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"S4T2X","121","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.63,2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"S4T2X","121","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,21.451,2,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"S4T2X","121","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,28.762,1,-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"S4T2X","121","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,10.994,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"S4T2X","121","winter22","asynch","Which shift(s) end at the same time as F?",10,"G",FALSE,105.596,1,-0.0625,-0.0625,NA,NA,0.333333333333333,1,-0.0625,-0.0625,0,0,0,0,1,"score_TV_start",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans",0.5
"S4T2X","121","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,9.754,2,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"S4T2X","121","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.276,1,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1
"S4T2X","121","winter22","asynch","Which 2 shifts end when Z begins?",13,"BF",FALSE,17.363,2,0.433333333333333,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.433333333333333,"score_TRI",0,"?","?","neg.trans",-0.5
"S4T2X","121","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,43.515,1,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1
"S4T2X","121","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"BF",FALSE,16.108,2,-0.125,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.5,"score_ORTH",0.625,"Orthogonal","Orthogonal","orthogonal",-1
"86P6B","111","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,105.075,1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,40.47,1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,10.697,1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,11.788,1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,106.12,1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,48.095,2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"86P6B","111","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,61.246,2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"DN",FALSE,61.667,2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5
"86P6B","111","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,19.988,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"86P6B","111","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,13.785,1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,11.735,2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,9.508,1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,16.544,2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,9.689,1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"86P6B","111","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,36.74,2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"WZFMC","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,13.045,1,-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1
"WZFMC","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,9.786,1,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1
"WZFMC","111","winter22","asynch","Which shift(s) begin when C ends?",3,"ABU",FALSE,40.624,3,-0.25,-0.3,NA,NA,0.5,-0.25,-0.25,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.3,"Tversky","Tversky","pos.trans",0.5
"WZFMC","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,29.013,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0
"WZFMC","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,17.116,1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"WZFMC","111","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.256,2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"WZFMC","111","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"FZ",FALSE,38.442,2,-0.125,0.433333333333333,NA,NA,0.025,-0.125,0.178571428571429,-0.125,0,0,0,0,0.178571428571429,"score_TV_end",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal",-1
"WZFMC","111","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"IJ",FALSE,41.859,2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5
"WZFMC","111","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"E",FALSE,16.888,1,-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5
"WZFMC","111","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,7.151,1,-0.0625,-0.0625,NA,NA,0.333333333333333,-0.0625,-0.0625,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans",0.5
"WZFMC","111","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.635,2,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"WZFMC","111","winter22","asynch","Which shift(s) start at the same time as F?",12,"Z",FALSE,7.111,1,-0.0625,-0.0625,NA,NA,0.5,-0.0625,NA,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans",0.5
"WZFMC","111","winter22","asynch","Which 2 shifts end when Z begins?",13,"OX",FALSE,56.63,2,-0.133333333333333,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.433333333333333,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"WZFMC","111","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,24.983,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0
