"subject","mode","condition","question","score","pretty_condition"
"E0F55","asynch","121",7,0,"impasse"
"E0F55","asynch","121",8,1,"impasse"
"E0F55","asynch","121",9,1,"impasse"
"E0F55","asynch","121",10,2,"impasse"
"E0F55","asynch","121",11,3,"impasse"
"E0F55","asynch","121",12,4,"impasse"
"E0F55","asynch","121",13,5,"impasse"
"NDBCA","asynch","121",1,1,"impasse"
"NDBCA","asynch","121",2,2,"impasse"
"NDBCA","asynch","121",3,3,"impasse"
"NDBCA","asynch","121",4,4,"impasse"
"NDBCA","asynch","121",5,4,"impasse"
"NDBCA","asynch","121",6,5,"impasse"
"NDBCA","asynch","121",7,5,"impasse"
"NDBCA","asynch","121",8,6,"impasse"
"NDBCA","asynch","121",9,7,"impasse"
"NDBCA","asynch","121",10,8,"impasse"
"NDBCA","asynch","121",11,9,"impasse"
"NDBCA","asynch","121",12,10,"impasse"
"NDBCA","asynch","121",13,10,"impasse"
"BDQEZ","asynch","121",1,1,"impasse"
"BDQEZ","asynch","121",2,2,"impasse"
"BDQEZ","asynch","121",3,3,"impasse"
"BDQEZ","asynch","121",4,4,"impasse"
"BDQEZ","asynch","121",5,5,"impasse"
"BDQEZ","asynch","121",6,5,"impasse"
"BDQEZ","asynch","121",7,6,"impasse"
"BDQEZ","asynch","121",8,7,"impasse"
"BDQEZ","asynch","121",9,8,"impasse"
"BDQEZ","asynch","121",10,9,"impasse"
"BDQEZ","asynch","121",11,10,"impasse"
"BDQEZ","asynch","121",12,11,"impasse"
"BDQEZ","asynch","121",13,12,"impasse"
"ZDA7B","asynch","121",1,0,"impasse"
"ZDA7B","asynch","121",2,0,"impasse"
"ZDA7B","asynch","121",3,0,"impasse"
"ZDA7B","asynch","121",4,0,"impasse"
"ZDA7B","asynch","121",5,0,"impasse"
"ZDA7B","asynch","121",6,0,"impasse"
"ZDA7B","asynch","121",7,0,"impasse"
"ZDA7B","asynch","121",8,1,"impasse"
"ZDA7B","asynch","121",9,1,"impasse"
"ZDA7B","asynch","121",10,1,"impasse"
"ZDA7B","asynch","121",11,1,"impasse"
"ZDA7B","asynch","121",12,1,"impasse"
"ZDA7B","asynch","121",13,1,"impasse"
"KGNC3","asynch","121",1,1,"impasse"
"KGNC3","asynch","121",2,2,"impasse"
"KGNC3","asynch","121",3,3,"impasse"
"KGNC3","asynch","121",4,3,"impasse"
"KGNC3","asynch","121",5,4,"impasse"
"KGNC3","asynch","121",6,5,"impasse"
"KGNC3","asynch","121",7,6,"impasse"
"KGNC3","asynch","121",8,7,"impasse"
"KGNC3","asynch","121",9,8,"impasse"
"KGNC3","asynch","121",10,9,"impasse"
"KGNC3","asynch","121",11,10,"impasse"
"KGNC3","asynch","121",12,11,"impasse"
"KGNC3","asynch","121",13,12,"impasse"
"HV8ZE","asynch","121",1,0,"impasse"
"HV8ZE","asynch","121",2,0,"impasse"
"HV8ZE","asynch","121",3,0,"impasse"
"HV8ZE","asynch","121",4,0,"impasse"
"HV8ZE","asynch","121",5,0,"impasse"
"HV8ZE","asynch","121",6,0,"impasse"
"HV8ZE","asynch","121",7,0,"impasse"
"HV8ZE","asynch","121",8,0,"impasse"
"HV8ZE","asynch","121",9,0,"impasse"
"HV8ZE","asynch","121",10,0,"impasse"
"HV8ZE","asynch","121",11,0,"impasse"
"HV8ZE","asynch","121",12,1,"impasse"
"HV8ZE","asynch","121",13,2,"impasse"
"G5HED","asynch","111",1,0,"control"
"G5HED","asynch","111",2,0,"control"
"G5HED","asynch","111",3,0,"control"
"G5HED","asynch","111",4,0,"control"
"G5HED","asynch","111",5,0,"control"
"G5HED","asynch","111",6,0,"control"
"G5HED","asynch","111",7,0,"control"
"G5HED","asynch","111",8,0,"control"
"G5HED","asynch","111",9,0,"control"
"G5HED","asynch","111",10,0,"control"
"G5HED","asynch","111",11,0,"control"
"G5HED","asynch","111",12,0,"control"
"G5HED","asynch","111",13,0,"control"
"V9JKJ","asynch","111",1,0,"control"
"V9JKJ","asynch","111",2,0,"control"
"V9JKJ","asynch","111",3,0,"control"
"V9JKJ","asynch","111",4,0,"control"
"V9JKJ","asynch","111",5,0,"control"
"V9JKJ","asynch","111",6,0,"control"
"V9JKJ","asynch","111",7,0,"control"
"V9JKJ","asynch","111",8,0,"control"
"V9JKJ","asynch","111",9,0,"control"
"V9JKJ","asynch","111",10,0,"control"
"V9JKJ","asynch","111",11,0,"control"
"V9JKJ","asynch","111",12,0,"control"
"V9JKJ","asynch","111",13,0,"control"
"4YF1J","asynch","111",1,0,"control"
"4YF1J","asynch","111",2,0,"control"
"4YF1J","asynch","111",3,0,"control"
"4YF1J","asynch","111",4,0,"control"
"4YF1J","asynch","111",5,1,"control"
"4YF1J","asynch","111",6,1,"control"
"4YF1J","asynch","111",7,1,"control"
"4YF1J","asynch","111",8,1,"control"
"4YF1J","asynch","111",9,1,"control"
"4YF1J","asynch","111",10,1,"control"
"4YF1J","asynch","111",11,1,"control"
"4YF1J","asynch","111",12,1,"control"
"4YF1J","asynch","111",13,1,"control"
"5QAJA","asynch","121",1,1,"impasse"
"5QAJA","asynch","121",2,2,"impasse"
"5QAJA","asynch","121",3,2,"impasse"
"5QAJA","asynch","121",4,2,"impasse"
"5QAJA","asynch","121",5,2,"impasse"
"5QAJA","asynch","121",6,3,"impasse"
"5QAJA","asynch","121",7,3,"impasse"
"5QAJA","asynch","121",8,4,"impasse"
"5QAJA","asynch","121",9,5,"impasse"
"5QAJA","asynch","121",10,6,"impasse"
"5QAJA","asynch","121",11,7,"impasse"
"5QAJA","asynch","121",12,8,"impasse"
"5QAJA","asynch","121",13,9,"impasse"
"04YXZ","asynch","111",1,0,"control"
"04YXZ","asynch","111",2,0,"control"
"04YXZ","asynch","111",3,0,"control"
"04YXZ","asynch","111",4,0,"control"
"04YXZ","asynch","111",5,0,"control"
"04YXZ","asynch","111",6,0,"control"
"04YXZ","asynch","111",7,0,"control"
"04YXZ","asynch","111",8,0,"control"
"04YXZ","asynch","111",9,0,"control"
"04YXZ","asynch","111",10,0,"control"
"04YXZ","asynch","111",11,0,"control"
"04YXZ","asynch","111",12,0,"control"
"04YXZ","asynch","111",13,0,"control"
"SKPWA","asynch","111",1,0,"control"
"SKPWA","asynch","111",2,0,"control"
"SKPWA","asynch","111",3,0,"control"
"SKPWA","asynch","111",4,0,"control"
"SKPWA","asynch","111",5,0,"control"
"SKPWA","asynch","111",6,0,"control"
"SKPWA","asynch","111",7,0,"control"
"SKPWA","asynch","111",8,0,"control"
"SKPWA","asynch","111",9,0,"control"
"SKPWA","asynch","111",10,0,"control"
"SKPWA","asynch","111",11,0,"control"
"SKPWA","asynch","111",12,0,"control"
"SKPWA","asynch","111",13,0,"control"
"76UV0","asynch","111",1,0,"control"
"76UV0","asynch","111",2,0,"control"
"76UV0","asynch","111",3,0,"control"
"76UV0","asynch","111",4,1,"control"
"76UV0","asynch","111",5,2,"control"
"76UV0","asynch","111",6,3,"control"
"76UV0","asynch","111",7,3,"control"
"76UV0","asynch","111",8,4,"control"
"76UV0","asynch","111",9,5,"control"
"76UV0","asynch","111",10,6,"control"
"76UV0","asynch","111",11,6,"control"
"76UV0","asynch","111",12,7,"control"
"76UV0","asynch","111",13,8,"control"
"94FR9","asynch","111",1,0,"control"
"94FR9","asynch","111",2,0,"control"
"94FR9","asynch","111",3,0,"control"
"94FR9","asynch","111",4,1,"control"
"94FR9","asynch","111",5,2,"control"
"94FR9","asynch","111",6,2,"control"
"94FR9","asynch","111",7,2,"control"
"94FR9","asynch","111",8,2,"control"
"94FR9","asynch","111",9,2,"control"
"94FR9","asynch","111",10,2,"control"
"94FR9","asynch","111",11,2,"control"
"94FR9","asynch","111",12,2,"control"
"94FR9","asynch","111",13,2,"control"
"X7HS7","asynch","121",1,0,"impasse"
"X7HS7","asynch","121",2,0,"impasse"
"X7HS7","asynch","121",3,0,"impasse"
"X7HS7","asynch","121",4,0,"impasse"
"X7HS7","asynch","121",5,1,"impasse"
"X7HS7","asynch","121",6,1,"impasse"
"X7HS7","asynch","121",7,1,"impasse"
"X7HS7","asynch","121",8,2,"impasse"
"X7HS7","asynch","121",9,3,"impasse"
"X7HS7","asynch","121",10,4,"impasse"
"X7HS7","asynch","121",11,5,"impasse"
"X7HS7","asynch","121",12,6,"impasse"
"X7HS7","asynch","121",13,7,"impasse"
"UJFX9","asynch","121",1,0,"impasse"
"UJFX9","asynch","121",2,0,"impasse"
"UJFX9","asynch","121",3,0,"impasse"
"UJFX9","asynch","121",4,0,"impasse"
"UJFX9","asynch","121",5,0,"impasse"
"UJFX9","asynch","121",6,0,"impasse"
"UJFX9","asynch","121",7,0,"impasse"
"UJFX9","asynch","121",8,0,"impasse"
"UJFX9","asynch","121",9,0,"impasse"
"UJFX9","asynch","121",10,0,"impasse"
"UJFX9","asynch","121",11,0,"impasse"
"UJFX9","asynch","121",12,0,"impasse"
"UJFX9","asynch","121",13,0,"impasse"
"G1GGZ","asynch","121",1,0,"impasse"
"G1GGZ","asynch","121",2,0,"impasse"
"G1GGZ","asynch","121",3,0,"impasse"
"G1GGZ","asynch","121",4,0,"impasse"
"G1GGZ","asynch","121",5,0,"impasse"
"G1GGZ","asynch","121",6,0,"impasse"
"G1GGZ","asynch","121",7,0,"impasse"
"G1GGZ","asynch","121",8,0,"impasse"
"G1GGZ","asynch","121",9,0,"impasse"
"G1GGZ","asynch","121",10,0,"impasse"
"G1GGZ","asynch","121",11,0,"impasse"
"G1GGZ","asynch","121",12,0,"impasse"
"G1GGZ","asynch","121",13,0,"impasse"
"7OYPU","asynch","111",1,1,"control"
"7OYPU","asynch","111",2,2,"control"
"7OYPU","asynch","111",3,3,"control"
"7OYPU","asynch","111",4,4,"control"
"7OYPU","asynch","111",5,5,"control"
"7OYPU","asynch","111",6,6,"control"
"7OYPU","asynch","111",7,7,"control"
"7OYPU","asynch","111",8,8,"control"
"7OYPU","asynch","111",9,9,"control"
"7OYPU","asynch","111",10,10,"control"
"7OYPU","asynch","111",11,10,"control"
"7OYPU","asynch","111",12,11,"control"
"7OYPU","asynch","111",13,12,"control"
"P189K","asynch","121",1,1,"impasse"
"P189K","asynch","121",2,2,"impasse"
"P189K","asynch","121",3,3,"impasse"
"P189K","asynch","121",4,4,"impasse"
"P189K","asynch","121",5,4,"impasse"
"P189K","asynch","121",6,5,"impasse"
"P189K","asynch","121",7,6,"impasse"
"P189K","asynch","121",8,7,"impasse"
"P189K","asynch","121",9,8,"impasse"
"P189K","asynch","121",10,9,"impasse"
"P189K","asynch","121",11,10,"impasse"
"P189K","asynch","121",12,11,"impasse"
"P189K","asynch","121",13,12,"impasse"
"6HUZT","asynch","121",1,0,"impasse"
"6HUZT","asynch","121",2,1,"impasse"
"6HUZT","asynch","121",3,2,"impasse"
"6HUZT","asynch","121",4,3,"impasse"
"6HUZT","asynch","121",5,4,"impasse"
"6HUZT","asynch","121",6,5,"impasse"
"6HUZT","asynch","121",7,6,"impasse"
"6HUZT","asynch","121",8,7,"impasse"
"6HUZT","asynch","121",9,8,"impasse"
"6HUZT","asynch","121",10,9,"impasse"
"6HUZT","asynch","121",11,10,"impasse"
"6HUZT","asynch","121",12,11,"impasse"
"6HUZT","asynch","121",13,12,"impasse"
"UN7PD","asynch","111",1,0,"control"
"UN7PD","asynch","111",2,0,"control"
"UN7PD","asynch","111",3,0,"control"
"UN7PD","asynch","111",4,1,"control"
"UN7PD","asynch","111",5,2,"control"
"UN7PD","asynch","111",6,3,"control"
"UN7PD","asynch","111",7,4,"control"
"UN7PD","asynch","111",8,5,"control"
"UN7PD","asynch","111",9,6,"control"
"UN7PD","asynch","111",10,7,"control"
"UN7PD","asynch","111",11,8,"control"
"UN7PD","asynch","111",12,9,"control"
"UN7PD","asynch","111",13,10,"control"
"PVRS1","asynch","121",1,0,"impasse"
"PVRS1","asynch","121",2,0,"impasse"
"PVRS1","asynch","121",3,0,"impasse"
"PVRS1","asynch","121",4,0,"impasse"
"PVRS1","asynch","121",5,0,"impasse"
"PVRS1","asynch","121",6,0,"impasse"
"PVRS1","asynch","121",7,0,"impasse"
"PVRS1","asynch","121",8,0,"impasse"
"PVRS1","asynch","121",9,0,"impasse"
"PVRS1","asynch","121",10,0,"impasse"
"PVRS1","asynch","121",11,0,"impasse"
"PVRS1","asynch","121",12,0,"impasse"
"PVRS1","asynch","121",13,0,"impasse"
"YV1XZ","asynch","111",1,0,"control"
"YV1XZ","asynch","111",2,0,"control"
"YV1XZ","asynch","111",3,0,"control"
"YV1XZ","asynch","111",4,0,"control"
"YV1XZ","asynch","111",5,0,"control"
"YV1XZ","asynch","111",6,0,"control"
"YV1XZ","asynch","111",7,0,"control"
"YV1XZ","asynch","111",8,0,"control"
"YV1XZ","asynch","111",9,0,"control"
"YV1XZ","asynch","111",10,0,"control"
"YV1XZ","asynch","111",11,0,"control"
"YV1XZ","asynch","111",12,0,"control"
"YV1XZ","asynch","111",13,0,"control"
"M3E87","asynch","121",1,0,"impasse"
"M3E87","asynch","121",2,0,"impasse"
"M3E87","asynch","121",3,0,"impasse"
"M3E87","asynch","121",4,0,"impasse"
"M3E87","asynch","121",5,0,"impasse"
"M3E87","asynch","121",6,0,"impasse"
"M3E87","asynch","121",7,0,"impasse"
"M3E87","asynch","121",8,0,"impasse"
"M3E87","asynch","121",9,0,"impasse"
"M3E87","asynch","121",10,0,"impasse"
"M3E87","asynch","121",11,0,"impasse"
"M3E87","asynch","121",12,0,"impasse"
"M3E87","asynch","121",13,0,"impasse"
"4GC8J","asynch","121",1,1,"impasse"
"4GC8J","asynch","121",2,2,"impasse"
"4GC8J","asynch","121",3,3,"impasse"
"4GC8J","asynch","121",4,4,"impasse"
"4GC8J","asynch","121",5,5,"impasse"
"4GC8J","asynch","121",6,6,"impasse"
"4GC8J","asynch","121",7,7,"impasse"
"4GC8J","asynch","121",8,8,"impasse"
"4GC8J","asynch","121",9,9,"impasse"
"4GC8J","asynch","121",10,10,"impasse"
"4GC8J","asynch","121",11,11,"impasse"
"4GC8J","asynch","121",12,12,"impasse"
"4GC8J","asynch","121",13,13,"impasse"
"ML0PA","asynch","121",1,0,"impasse"
"ML0PA","asynch","121",2,0,"impasse"
"ML0PA","asynch","121",3,0,"impasse"
"ML0PA","asynch","121",4,0,"impasse"
"ML0PA","asynch","121",5,0,"impasse"
"ML0PA","asynch","121",6,0,"impasse"
"ML0PA","asynch","121",7,0,"impasse"
"ML0PA","asynch","121",8,0,"impasse"
"ML0PA","asynch","121",9,0,"impasse"
"ML0PA","asynch","121",10,0,"impasse"
"ML0PA","asynch","121",11,0,"impasse"
"ML0PA","asynch","121",12,0,"impasse"
"ML0PA","asynch","121",13,0,"impasse"
"WOJNW","asynch","121",1,0,"impasse"
"WOJNW","asynch","121",2,1,"impasse"
"WOJNW","asynch","121",3,2,"impasse"
"WOJNW","asynch","121",4,3,"impasse"
"WOJNW","asynch","121",5,4,"impasse"
"WOJNW","asynch","121",6,5,"impasse"
"WOJNW","asynch","121",7,6,"impasse"
"WOJNW","asynch","121",8,7,"impasse"
"WOJNW","asynch","121",9,8,"impasse"
"WOJNW","asynch","121",10,9,"impasse"
"WOJNW","asynch","121",11,9,"impasse"
"WOJNW","asynch","121",12,10,"impasse"
"WOJNW","asynch","121",13,11,"impasse"
"C2AHN","asynch","111",1,0,"control"
"C2AHN","asynch","111",2,0,"control"
"C2AHN","asynch","111",3,0,"control"
"C2AHN","asynch","111",4,0,"control"
"C2AHN","asynch","111",5,0,"control"
"C2AHN","asynch","111",6,0,"control"
"C2AHN","asynch","111",7,0,"control"
"C2AHN","asynch","111",8,0,"control"
"C2AHN","asynch","111",9,0,"control"
"C2AHN","asynch","111",10,0,"control"
"C2AHN","asynch","111",11,0,"control"
"C2AHN","asynch","111",12,0,"control"
"C2AHN","asynch","111",13,0,"control"
"T8OB0","asynch","111",1,1,"control"
"T8OB0","asynch","111",2,2,"control"
"T8OB0","asynch","111",3,3,"control"
"T8OB0","asynch","111",4,4,"control"
"T8OB0","asynch","111",5,5,"control"
"T8OB0","asynch","111",6,6,"control"
"T8OB0","asynch","111",7,7,"control"
"T8OB0","asynch","111",8,8,"control"
"T8OB0","asynch","111",9,9,"control"
"T8OB0","asynch","111",10,10,"control"
"T8OB0","asynch","111",11,11,"control"
"T8OB0","asynch","111",12,12,"control"
"T8OB0","asynch","111",13,13,"control"
"JDHT2","asynch","111",1,0,"control"
"JDHT2","asynch","111",2,0,"control"
"JDHT2","asynch","111",3,0,"control"
"JDHT2","asynch","111",4,0,"control"
"JDHT2","asynch","111",5,1,"control"
"JDHT2","asynch","111",6,1,"control"
"JDHT2","asynch","111",7,1,"control"
"JDHT2","asynch","111",8,1,"control"
"JDHT2","asynch","111",9,1,"control"
"JDHT2","asynch","111",10,1,"control"
"JDHT2","asynch","111",11,1,"control"
"JDHT2","asynch","111",12,1,"control"
"JDHT2","asynch","111",13,1,"control"
"WBJ2T","asynch","121",1,1,"impasse"
"WBJ2T","asynch","121",2,1,"impasse"
"WBJ2T","asynch","121",3,1,"impasse"
"WBJ2T","asynch","121",4,1,"impasse"
"WBJ2T","asynch","121",5,2,"impasse"
"WBJ2T","asynch","121",6,3,"impasse"
"WBJ2T","asynch","121",7,3,"impasse"
"WBJ2T","asynch","121",8,3,"impasse"
"WBJ2T","asynch","121",9,4,"impasse"
"WBJ2T","asynch","121",10,5,"impasse"
"WBJ2T","asynch","121",11,5,"impasse"
"WBJ2T","asynch","121",12,5,"impasse"
"WBJ2T","asynch","121",13,5,"impasse"
"ZMRMB","asynch","121",1,0,"impasse"
"ZMRMB","asynch","121",2,0,"impasse"
"ZMRMB","asynch","121",3,0,"impasse"
"ZMRMB","asynch","121",4,0,"impasse"
"ZMRMB","asynch","121",5,1,"impasse"
"ZMRMB","asynch","121",6,1,"impasse"
"ZMRMB","asynch","121",7,1,"impasse"
"ZMRMB","asynch","121",8,1,"impasse"
"ZMRMB","asynch","121",9,1,"impasse"
"ZMRMB","asynch","121",10,1,"impasse"
"ZMRMB","asynch","121",11,1,"impasse"
"ZMRMB","asynch","121",12,1,"impasse"
"ZMRMB","asynch","121",13,1,"impasse"
"91D56","asynch","111",1,0,"control"
"91D56","asynch","111",2,0,"control"
"91D56","asynch","111",3,0,"control"
"91D56","asynch","111",4,0,"control"
"91D56","asynch","111",5,0,"control"
"91D56","asynch","111",6,0,"control"
"91D56","asynch","111",7,0,"control"
"91D56","asynch","111",8,0,"control"
"91D56","asynch","111",9,0,"control"
"91D56","asynch","111",10,0,"control"
"91D56","asynch","111",11,0,"control"
"91D56","asynch","111",12,0,"control"
"91D56","asynch","111",13,0,"control"
"EH3ED","asynch","121",1,0,"impasse"
"EH3ED","asynch","121",2,0,"impasse"
"EH3ED","asynch","121",3,1,"impasse"
"EH3ED","asynch","121",4,1,"impasse"
"EH3ED","asynch","121",5,1,"impasse"
"EH3ED","asynch","121",6,1,"impasse"
"EH3ED","asynch","121",7,1,"impasse"
"EH3ED","asynch","121",8,1,"impasse"
"EH3ED","asynch","121",9,1,"impasse"
"EH3ED","asynch","121",10,1,"impasse"
"EH3ED","asynch","121",11,1,"impasse"
"EH3ED","asynch","121",12,1,"impasse"
"EH3ED","asynch","121",13,1,"impasse"
"BBPLJ","asynch","121",1,0,"impasse"
"BBPLJ","asynch","121",2,0,"impasse"
"BBPLJ","asynch","121",3,0,"impasse"
"BBPLJ","asynch","121",4,0,"impasse"
"BBPLJ","asynch","121",5,0,"impasse"
"BBPLJ","asynch","121",6,0,"impasse"
"BBPLJ","asynch","121",7,0,"impasse"
"BBPLJ","asynch","121",8,0,"impasse"
"BBPLJ","asynch","121",9,0,"impasse"
"BBPLJ","asynch","121",10,0,"impasse"
"BBPLJ","asynch","121",11,0,"impasse"
"BBPLJ","asynch","121",12,0,"impasse"
"BBPLJ","asynch","121",13,0,"impasse"
"9XEMK","asynch","111",1,0,"control"
"9XEMK","asynch","111",2,0,"control"
"9XEMK","asynch","111",3,0,"control"
"9XEMK","asynch","111",4,0,"control"
"9XEMK","asynch","111",5,0,"control"
"9XEMK","asynch","111",6,0,"control"
"9XEMK","asynch","111",7,0,"control"
"9XEMK","asynch","111",8,0,"control"
"9XEMK","asynch","111",9,0,"control"
"9XEMK","asynch","111",10,0,"control"
"9XEMK","asynch","111",11,0,"control"
"9XEMK","asynch","111",12,0,"control"
"9XEMK","asynch","111",13,0,"control"
"RVTK3","asynch","111",1,1,"control"
"RVTK3","asynch","111",2,2,"control"
"RVTK3","asynch","111",3,3,"control"
"RVTK3","asynch","111",4,4,"control"
"RVTK3","asynch","111",5,5,"control"
"RVTK3","asynch","111",6,6,"control"
"RVTK3","asynch","111",7,7,"control"
"RVTK3","asynch","111",8,8,"control"
"RVTK3","asynch","111",9,9,"control"
"RVTK3","asynch","111",10,10,"control"
"RVTK3","asynch","111",11,11,"control"
"RVTK3","asynch","111",12,12,"control"
"RVTK3","asynch","111",13,13,"control"
"4KH27","asynch","111",1,0,"control"
"4KH27","asynch","111",2,0,"control"
"4KH27","asynch","111",3,0,"control"
"4KH27","asynch","111",4,0,"control"
"4KH27","asynch","111",5,0,"control"
"4KH27","asynch","111",6,0,"control"
"4KH27","asynch","111",7,0,"control"
"4KH27","asynch","111",8,0,"control"
"4KH27","asynch","111",9,0,"control"
"4KH27","asynch","111",10,0,"control"
"4KH27","asynch","111",11,0,"control"
"4KH27","asynch","111",12,0,"control"
"4KH27","asynch","111",13,1,"control"
"TCS5Z","asynch","121",1,0,"impasse"
"TCS5Z","asynch","121",2,0,"impasse"
"TCS5Z","asynch","121",3,0,"impasse"
"TCS5Z","asynch","121",4,0,"impasse"
"TCS5Z","asynch","121",5,0,"impasse"
"TCS5Z","asynch","121",6,0,"impasse"
"TCS5Z","asynch","121",7,0,"impasse"
"TCS5Z","asynch","121",8,0,"impasse"
"TCS5Z","asynch","121",9,0,"impasse"
"TCS5Z","asynch","121",10,0,"impasse"
"TCS5Z","asynch","121",11,1,"impasse"
"TCS5Z","asynch","121",12,1,"impasse"
"TCS5Z","asynch","121",13,1,"impasse"
"HF78R","asynch","121",1,1,"impasse"
"HF78R","asynch","121",2,2,"impasse"
"HF78R","asynch","121",3,2,"impasse"
"HF78R","asynch","121",4,2,"impasse"
"HF78R","asynch","121",5,3,"impasse"
"HF78R","asynch","121",6,3,"impasse"
"HF78R","asynch","121",7,4,"impasse"
"HF78R","asynch","121",8,4,"impasse"
"HF78R","asynch","121",9,5,"impasse"
"HF78R","asynch","121",10,6,"impasse"
"HF78R","asynch","121",11,6,"impasse"
"HF78R","asynch","121",12,6,"impasse"
"HF78R","asynch","121",13,6,"impasse"
"JMZMZ","asynch","121",1,0,"impasse"
"JMZMZ","asynch","121",2,0,"impasse"
"JMZMZ","asynch","121",3,0,"impasse"
"JMZMZ","asynch","121",4,0,"impasse"
"JMZMZ","asynch","121",5,0,"impasse"
"JMZMZ","asynch","121",6,0,"impasse"
"JMZMZ","asynch","121",7,0,"impasse"
"JMZMZ","asynch","121",8,0,"impasse"
"JMZMZ","asynch","121",9,0,"impasse"
"JMZMZ","asynch","121",10,0,"impasse"
"JMZMZ","asynch","121",11,0,"impasse"
"JMZMZ","asynch","121",12,0,"impasse"
"JMZMZ","asynch","121",13,0,"impasse"
"H0HHM","asynch","121",1,1,"impasse"
"H0HHM","asynch","121",2,2,"impasse"
"H0HHM","asynch","121",3,3,"impasse"
"H0HHM","asynch","121",4,4,"impasse"
"H0HHM","asynch","121",5,5,"impasse"
"H0HHM","asynch","121",6,6,"impasse"
"H0HHM","asynch","121",7,7,"impasse"
"H0HHM","asynch","121",8,8,"impasse"
"H0HHM","asynch","121",9,9,"impasse"
"H0HHM","asynch","121",10,10,"impasse"
"H0HHM","asynch","121",11,11,"impasse"
"H0HHM","asynch","121",12,12,"impasse"
"H0HHM","asynch","121",13,13,"impasse"
"2KS3T","asynch","121",1,0,"impasse"
"2KS3T","asynch","121",2,0,"impasse"
"2KS3T","asynch","121",3,0,"impasse"
"2KS3T","asynch","121",4,0,"impasse"
"2KS3T","asynch","121",5,1,"impasse"
